nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0025739,Joey Anaya,\N,\N,stunts actor,tt0383574 tt0458339 tt1378167 tt5574490
nm0025740,Agripina Anaya,\N,\N,actress,tt0228737
nm0025741,Alfonso Anaya,1926,1999,writer,tt0247984 tt0311375 tt2622670 tt0064864
nm0025742,Alfredo Anaya,\N,\N,music_department,tt0185125 tt0125980 tt0289152 tt0118819
nm0025743,Christine Anaya,\N,\N,actress,tt0245062
nm0025744,Daniel Anaya,\N,\N,camera_department cinematographer actor,tt0100419 tt0094933 tt1899065 tt0120338
nm0025745,Elena Anaya,1975,\N,actress producer soundtrack,tt1189073 tt0451279 tt0338526 tt1263750
nm0025746,Ernesto Anaya,\N,\N,composer music_department soundtrack,tt0120679 tt0373569 tt2255787 tt0491598
nm0025747,Felipe Anaya,\N,\N,actor,tt0066746 tt0069010
nm0025748,Georg Anaya,\N,\N,actor,tt0069035
nm0025749,Joseph Anaya,\N,\N,producer writer editorial_department,tt0289828 tt0115624 tt0139239 tt0400509
nm0025750,Manuel Anaya,\N,\N,actor,tt0089745 tt0264494 tt0231391 tt0277597
nm0025751,Manuel G. Anaya,\N,\N,miscellaneous,tt0099233
nm0025752,Martín Anaya,\N,\N,miscellaneous,tt0290246 tt0254560
nm0025753,María Anaya,\N,\N,actress,tt0012799 tt0025252 tt0016834 tt0016012
nm0025754,María E. Anaya,\N,\N,actress miscellaneous,tt10511144 tt0105608
nm0025755,Noemi Anaya,\N,\N,actress,tt0191191 tt0363689
nm0025756,Pedro Anaya,\N,\N,special_effects,tt0193038
nm0025757,Rafael Anaya,\N,\N,actor,tt0119014 tt0144142
nm0025758,Raul Anaya,\N,\N,miscellaneous,tt0110357 tt0275847 tt0119282 tt0103639
nm0025759,Reynaldo Anaya,\N,\N,actor,tt0092669
nm0025760,Salvador Anaya,\N,\N,art_department,tt1517451 tt0116629 tt0408839 tt0780504
nm0025761,Servanda Anaya,\N,\N,actress,tt0387504 tt0079984
nm0025762,Suzanne Anaya,\N,\N,casting_department,tt0277027 tt0272338 tt0139134 tt0264935
nm0025763,Tânia Anaya,\N,\N,director animation_department editor,tt0296552 tt2621194 tt0108030 tt3710948
nm0025764,Yano Anaya,1972,\N,actor producer miscellaneous,tt0094768 tt0085334 tt0088794
nm0025765,Yulyenette Anaya,1989,\N,actress,tt3596316 tt1821128 tt1576765 tt0174418
nm0025766,Ai Anazawa,\N,\N,editorial_department,tt0243418
nm0025767,Jadwiga Andrzejewska,1915,1977,actress soundtrack,tt0196555 tt0031005 tt0244880 tt0285537
nm0025768,Anaïs,1978,\N,actress,tt0182928
nm0025769,Jim Ambach,\N,\N,actor,tt0077025
nm0025770,Isaac Anbar,\N,\N,actor,tt0111670
nm0025771,Netaya Anbar,\N,\N,editor producer writer,tt0115960 tt0212048 tt0246332 tt1261968
nm0025772,Tomer Anbar,\N,\N,camera_department,tt0111670
nm0025773,Shûichi Anbara,\N,\N,editor director writer,tt0057109 tt0047594 tt0048457 tt0440914
nm0025774,Suzan Anbeh,1970,\N,actress,tt0920505 tt0484807 tt0113117 tt9075008
nm0025775,Thomas Anberree,\N,\N,actor,tt0119625
nm0025776,Alain Anbes,\N,\N,art_department,tt0120785 tt0110819 tt0223116
nm0025777,Mircea Anca,1960,2015,actor miscellaneous,tt3503840 tt0261781 tt0095657 tt0289756
nm0025778,Jerzy Antczak,1929,\N,director writer actor,tt0284406 tt10166264 tt0056518 tt0073460
nm0025779,Romualds Ancans,1944,2011,actor,tt0938750 tt1149607 tt1135946 tt0075274
nm0025780,Max Ancar,\N,\N,actor,tt0163984
nm0025781,Georges Ancarno,\N,\N,actor,tt0097405
nm0025782,André Ancel,\N,\N,actor,\N
nm0025783,Borja Ancel,\N,\N,camera_department,tt0131426
nm0025784,Jordan Ancel,\N,\N,producer actor director,tt13241492 tt14390552 tt6673748 tt13304086
nm0025785,Valérie Ancel,\N,\N,actress,tt1195351 tt0202433 tt0101416 tt0109137
nm0025786,Virginie Ancel,\N,\N,miscellaneous,tt0250980
nm0025787,Barry Jean Ancelet,\N,\N,miscellaneous,tt10216880 tt1329375 tt0100997 tt5198792
nm0025789,Mary Caroline Ancelet,\N,\N,actress,tt0251705
nm0025790,Cyril Ancelin,\N,\N,actor,tt0113247
nm0025791,Robert Ancelin,1898,1986,actor,tt4836094 tt4836480 tt4834784 tt4837326
nm0025792,Brett Ancell,\N,\N,actor,tt0100266
nm0025793,Kevin 'Tiny' Ancell,\N,\N,actor,tt0182789
nm0025794,Tom Ancell,\N,\N,sound_department camera_department,tt1291673 tt0176357 tt0330330 tt2405192
nm0025795,Jean-Philippe Ancelle,\N,\N,actor,tt0078740 tt0186972 tt15334734 tt0082217
nm0025797,Marisa Ancelli,\N,\N,actress miscellaneous,tt0079776 tt0054125 tt0052842
nm0025798,Philippe Ancellin,\N,\N,production_designer set_decorator art_department,tt0168286 tt0068748 tt0168430 tt0057619
nm0025799,Claudine Ancelot,\N,\N,actress,tt0108731 tt0167558 tt0181942 tt0220282
nm0025800,Carlo Ancelotti,1959,\N,actor,tt0085454 tt0086874 tt1073654 tt12226696
nm0025801,Gaston Ancelovici,1945,2017,director producer writer,tt0453008 tt0232551 tt1351298 tt0454310
nm0025802,Charles L. Anceney,\N,\N,writer producer,tt0217477 tt0308861
nm0025803,John Anceriz,\N,\N,stunts,tt0111481 tt0102415
nm0025804,Gaston Ancessi,\N,\N,sound_department,tt0044977 tt0043386 tt0161005 tt0053403
nm0025805,Rajiv Anchal,\N,\N,director writer art_director,tt0415943 tt0133826 tt0282843 tt0372171
nm0025806,Alfredo Anchando,\N,\N,actor,tt0191816
nm0025807,Mikhail Ancharov,1923,1990,writer soundtrack actor,tt0056253 tt6190202 tt2256578 tt1756595
nm0025808,Alberto Anchart,1931,2011,actor,tt0293093 tt0067937 tt0173748 tt0196270
nm0025809,Opal Anchel,1975,\N,actress,tt0118435 tt0328077 tt0098749 tt0096542
nm0025810,Vivi Ancher,1934,2004,actress,tt0130176
nm0025811,Bernie Ancheta,\N,\N,writer producer miscellaneous,tt0118500 tt0147757 tt0101150 tt0168357
nm0025812,Rebecca Ancheta-Blum,\N,\N,script_department production_manager director,tt10985096 tt2660806 tt1850458 tt0098830
nm0025813,José de Anchieta,1948,2019,director writer set_decorator,tt0239489 tt0209600 tt0323575 tt0071144
nm0025814,Chris Anchinvole,\N,\N,actor,tt0107242
nm0025815,Victor Anchipolovsky,\N,\N,actor,tt0179471
nm0025816,Pier Giovanni Anchisi,\N,\N,actor writer,tt0065104 tt0064551 tt0155704 tt0159317
nm0025817,Pier Luigi Anchisi,\N,\N,,\N
nm0025819,Pamela Anchon,\N,\N,miscellaneous,tt0114683
nm0025820,Andrei Anchugov,1961,2002,director script_department,tt15576712 tt0266895
nm0025821,Leo Anchóriz,1932,1987,actor writer art_department,tt0059882 tt0075061 tt0057469 tt0064131
nm0025822,Damien Anciano,\N,\N,actor,tt0134257 tt0199727
nm0025823,Dominic Anciano,1959,\N,producer writer director,tt0082509 tt0134257 tt0199727 tt0162958
nm0025824,Laura Anciano,\N,\N,actress,tt0117307
nm0025825,Marcello Daciano,1977,\N,director producer writer,tt0485947 tt1196948 tt5658252 tt3172678
nm0025826,Bert Anciaux,1959,\N,actor,tt1664627 tt1694516 tt0112588 tt14174540
nm0025827,Raphaël Anciaux,\N,\N,actor miscellaneous,tt0172824 tt0211170 tt0863140 tt0162722
nm0025828,Garth Ancier,1957,\N,producer miscellaneous actor,tt1688612 tt0106113 tt0912583 tt0092400
nm0025829,Rhoda Ancill,\N,\N,make_up_department,tt0201776 tt0242445 tt0318627 tt0102511
nm0025830,Fabio Ancillai,\N,\N,sound_department,tt0078879 tt0093004 tt3481210 tt0087843
nm0025831,Fausto Ancillai,\N,\N,sound_department,tt0053619 tt0070849 tt0087843 tt0073650
nm0025832,Alberto Ancilotto,1903,1971,director writer cinematographer,tt0044590 tt0050538 tt0235348 tt1680031
nm0025833,Henri Ancilotti,\N,\N,composer,tt0118201 tt0358983
nm0025834,Sharmon Anciola,\N,\N,actress,tt0097782
nm0025835,Laurent Ancion,\N,\N,composer actor,tt18080562 tt0100841 tt20874300
nm0025836,Verónica Anciones,\N,\N,assistant_director actress,tt0395890 tt6762348 tt0450937 tt0094703
nm0025837,Carlos Ancira,1929,1987,actor director,tt0061643 tt0229931 tt0310610 tt0214336
nm0025838,Jorge Ancira,1921,1971,actor,tt0254243 tt0244104 tt0251728 tt0039175
nm0025839,Kris Ancira,\N,\N,actress,tt0117918
nm0025840,Norma Ancira,\N,\N,actress,tt0269111 tt0269555 tt0219976 tt0206529
nm0025841,Yvette Ancira,\N,\N,actress miscellaneous,tt0135017
nm0025842,Helen Ancis,\N,\N,actress,tt0280982
nm0025843,Cecile Anckarswärd,1942,\N,actress,tt0120571 tt1178618 tt0448442 tt1527679
nm0025844,Olivia Ancker,\N,\N,actress,tt0138808 tt0122658 tt0305998 tt0099621
nm0025845,Stina Ancker,\N,\N,director,tt0137970
nm0025846,Ed Ancoats,\N,\N,writer,tt0235555
nm0025847,Jeremy Ancock,\N,\N,director production_manager assistant_director,tt0185093 tt0108753 tt0068069 tt0293739
nm0025848,Rey Ancog,\N,\N,sound_department,tt0253544
nm0025849,Edward P. Ancona Jr.,1921,2005,editorial_department miscellaneous,tt0061263 tt0052451 tt0071007 tt0058792
nm0025850,Amy B. Ancona,\N,\N,production_designer art_department art_director,tt0293815 tt0115683 tt0436331 tt0117612
nm0025851,Joey Ancona,\N,\N,actor,tt0100150
nm0025852,Ronni Ancona,1966,\N,actress writer producer,tt0472160 tt0211948 tt2967006 tt0360025
nm0025853,Solange Ancona,\N,\N,actress,tt0079091
nm0025854,Steve Ancona,\N,\N,camera_department cinematographer,tt0220225 tt0044265 tt0048845
nm0025855,Luciano Anconetani,\N,\N,editor,tt0071167 tt0074530 tt0123917 tt0188949
nm0025856,Marcello Anconetani,\N,\N,camera_department cinematographer,tt0064904 tt0064069 tt0071330 tt0074530
nm0025857,Richard Anconina,1953,\N,actor soundtrack,tt0120471 tt0100357 tt0086420 tt0095386
nm0025858,Joseph Ancore Jr.,\N,\N,editor,tt0068364 tt0067218 tt0075137
nm0025859,Pierre Ancrenaz,\N,\N,cinematographer camera_department,tt0160724 tt0046487 tt0039155 tt0159623
nm0025860,Robin Ancrum,\N,\N,sound_department camera_department miscellaneous,tt0118329 tt1086777 tt7768784 tt0450340
nm0025861,Gary W. Anctil,\N,\N,miscellaneous stunts,tt0114131 tt0104218 tt0097889
nm0025862,Pierre Anctil,\N,\N,assistant_director miscellaneous,tt0078942 tt0080735 tt0128966
nm0025863,Adrian Ancuta,\N,\N,actor,tt0108677
nm0025864,Andrzej Ancuta,1919,2009,miscellaneous cinematographer camera_department,tt0046923 tt0044674 tt0046466 tt0040674
nm0025865,Tomira Ancuta,\N,\N,editor editorial_department,tt0053122 tt0051567 tt0049789 tt0052625
nm0025866,Zygmunt Ancypa,\N,\N,costume_department,tt0089718
nm0025867,Paul Anczykowski,\N,\N,director writer,tt0266255 tt0163892 tt5700678 tt5700680
nm0025868,Emin And,\N,\N,actor,tt0263369 tt8434242 tt0336048
nm0025869,Ben Ka-Seung Ting,\N,\N,actor,tt0134836 tt0277674 tt0111167 tt2332707
nm0025870,Raúl de Anda Jr.,1940,2019,director producer writer,tt0321612 tt0257576 tt0323312 tt0261980
nm0025871,Agustín de Anda,1933,1960,actor producer writer,tt0270310 tt0236191 tt0270309 tt0270724
nm0025872,Beatriz Anda,\N,\N,miscellaneous production_manager script_department,tt0097850 tt0207314 tt0233092 tt0208115
nm0025873,Montse Anda,\N,\N,actress,tt0105253 tt0095555
nm0025874,Raúl de Anda,1908,1997,producer writer director,tt0251034 tt0271657 tt0249392 tt0255887
nm0025875,Salvador de Anda,\N,\N,camera_department actor,tt0251571 tt0083663 tt0315254 tt0081483
nm0025876,Fatma Andaç,1925,2005,actress,tt0313841 tt0335135 tt0307439 tt0308357
nm0025877,Margit Andaházy,1923,1975,actress,tt0366543 tt0051753 tt0356106 tt0060442
nm0025878,Györgyi Andai,1947,2016,actress,tt0054011 tt0457192 tt0074522 tt0067815
nm0025879,Kati Andai,1948,\N,actress,tt0066429 tt0070847 tt7571992 tt15732372
nm0025880,Tony Andal,1919,1983,actor,tt0062136
nm0025881,Andaleeb,\N,\N,actress,tt0237267 tt6710200 tt14266852 tt6710434
nm0025882,Mon Andalis,\N,\N,stunts,tt0098965
nm0025883,Brad Andalman,\N,\N,miscellaneous animation_department visual_effects,tt0266543 tt1217209 tt0120623 tt0317705
nm0025884,Guelfo Andalo,\N,1945,director producer,tt0180943 tt1796445 tt0178376 tt1709630
nm0025885,Marisa Andalò,\N,\N,writer,tt22096250 tt22096194 tt0204157 tt0078288
nm0025886,Sandy Andolong,\N,\N,actress producer,tt0279238 tt0474912 tt0301612 tt1616768
nm0025887,Anouk Andaloro,\N,\N,producer,tt5022622 tt7925800 tt0179568 tt0150434
nm0025888,Joseph Andaloro,\N,\N,producer director production_designer,tt0080787 tt1552789 tt0408380
nm0025889,El Andaluz,\N,\N,actor,tt0100125 tt0040890
nm0025890,Emilio Andaluz,\N,\N,art_department transportation_department,tt0086484 tt0087913
nm0025891,Mig Macario,\N,\N,actor casting_department miscellaneous,tt1843230 tt0452046 tt7043012 tt6111130
nm0025892,Said Andam,\N,\N,location_management producer transportation_department,tt28090905 tt8140646 tt9638668 tt0265086
nm0025893,Jesusa Andany,1943,\N,actress,tt0074793 tt0117097 tt0068325 tt0160334
nm0025895,David Andar,\N,\N,actor,\N
nm0025896,Cudah Andarawewa,\N,\N,camera_department cinematographer,tt1059475 tt3148266 tt7798634 tt2386404
nm0025898,Diane Andazola,\N,\N,art_department music_department,tt1371150 tt1747958 tt1951181 tt7939766
nm0025899,Mats Andberg,\N,\N,assistant_director location_management producer,tt14955348 tt0430623 tt0118463 tt0860368
nm0025900,Michael Ande,1944,\N,actor miscellaneous,tt0049876 tt0819151 tt0429361 tt0075474
nm0025901,José Andechaga,\N,\N,actor,tt0019750
nm0025903,Alice Andreini,\N,\N,art_department,tt0201484 tt0443581 tt0443500
nm0025904,Clemens Andel,\N,\N,actor,tt0113284
nm0025905,Pavel Andel,1966,\N,actor writer,tt0107672 tt0308071 tt0109779 tt0416353
nm0025906,Pauline Andela,\N,\N,,\N
nm0025907,Fritz Andelfinger,\N,\N,assistant_director director writer,tt0035073 tt0031411 tt0447375 tt0229082
nm0025908,James Andelin,1917,2006,actor,tt0107985 tt0113228 tt0164181 tt0097351
nm0025909,Anders Andelius,1923,1983,actor soundtrack,tt0058855 tt0047497 tt0039480 tt0044813
nm0025910,Margit Andelius,1897,1986,actress soundtrack,tt0034237 tt0026559 tt0037714 tt0035886
nm0025911,Mona Andelius,\N,\N,actress,\N
nm0025912,April Andell,\N,\N,actress,tt0116647
nm0025913,Eva Andell,\N,\N,actress,tt0102395
nm0025914,Pia Andell,1964,\N,director writer producer,tt0198630 tt1582502 tt0783731 tt2922516
nm0025915,Randolph W. Andell,\N,\N,art_department,tt0117381 tt0094466 tt0107254 tt0107076
nm0025916,Randy Andell,\N,\N,art_department,tt0111218 tt0108358 tt0110740 tt0117826
nm0025917,Juli Andelman,1949,2005,actress editorial_department,tt0081748 tt0081515 tt0070379 tt0083326
nm0025918,Philip Andelman,\N,\N,director cinematographer writer,tt0138510 tt8947098
nm0025919,Lenka Andelová,\N,\N,actress miscellaneous,tt2231547 tt10687052 tt28784156 tt4554212
nm0025920,Arlen Andelson,\N,\N,actress,tt0101596
nm0025921,Efren Andelu,\N,\N,actor,tt0104783
nm0025923,Antonio Andeme,\N,\N,actor,tt0136753
nm0025924,Bea Anden,\N,\N,actress,tt0079419 tt0376316
nm0025925,Mathew Anden,1942,1985,actor,tt0337315 tt0076041 tt0074964 tt0055892
nm0025926,Géza von Cziffra,1900,1989,writer director assistant_director,tt0045217 tt0041493 tt0047018 tt0058285
nm0025927,Ants Ander,1931,\N,actor,tt0431266 tt0289410 tt0445633 tt0194345
nm0025928,Bernd Ander,\N,\N,actor,tt0076952 tt1611218 tt0064422 tt0067902
nm0025929,Birgitta Ander,1940,\N,actress,tt0050200 tt0050975 tt0204079 tt0051829
nm0025930,Calvin Ander,\N,\N,actor,tt0084109 tt0081635 tt0048860
nm0025931,Calvin Ander,\N,\N,actor,tt0056753 tt0058690
nm0025932,Charlotte Ander,1902,1969,actress,tt0012092 tt0015352 tt0133767 tt0173446
nm0025933,Lisl Ander,\N,\N,actress,tt0029865 tt0030036 tt0030426
nm0025934,Régis Ander,\N,\N,actor writer,tt0167585 tt0180768 tt2214852 tt0075076
nm0025935,Siv Ander,\N,\N,actress miscellaneous,tt0165791 tt0214405 tt0266329 tt4341318
nm0025936,René Ander-Huber,\N,\N,actor,tt0119958 tt3907212 tt0177467 tt0108005
nm0025937,Ondrej Andera,1974,\N,composer actor writer,tt0149874 tt0234344 tt1359434 tt0200303
nm0025938,Mark Anderako,\N,\N,actor,tt0484383 tt16257996 tt0244297 tt0164887
nm0025939,Bengt Anderberg,1920,2008,writer,tt0047657 tt0065954 tt0067495 tt0241347
nm0025940,Bertil Anderberg,1913,1991,actor,tt0063759 tt0055840 tt0037284 tt0050976
nm0025941,Carl-Olof Anderberg,1914,1972,composer music_department soundtrack,tt0036737 tt0036380 tt0045272 tt0045978
nm0025942,Dave Anderberg,\N,\N,camera_department location_management,tt0098536 tt0101587 tt0086567 tt0114608
nm0025943,Fritz Anderberg,\N,\N,actor,tt1012950
nm0025944,Marianne Anderberg,1924,2017,actress,tt0041612
nm0025945,Torgny Anderberg,1919,2000,director actor writer,tt0100830 tt0048122 tt0074857 tt0063190
nm0025946,Viveka Anderberg,\N,\N,actress,tt0088015
nm0025947,Åsa Anderberg Strollo,\N,\N,script_department writer actress,tt8595304 tt11663742 tt0103523 tt0313620
nm0025948,Victor J. Anderberry,\N,\N,camera_department,tt0101757 tt0105063 tt0105813 tt0101761
nm0025950,Michael Andercon,\N,\N,actor,tt0113784 tt0109535
nm0025951,Jorge Andere Daher,\N,\N,writer,tt0228842
nm0025952,Antonio Andere,1916,2004,actor,tt0230257
nm0025953,Chantal Andere,1972,\N,actress,tt1439031 tt0318915 tt0211878 tt0213343
nm0025954,Jacqueline Andere,1938,\N,actress,tt0227682 tt0056732 tt0210978 tt0318915
nm0025955,Adam Thomas Anderegg,\N,\N,director producer writer,tt2445666 tt7078004 tt5862454 tt5130274
nm0025956,Roman Janos,\N,\N,producer miscellaneous,tt0265344 tt1263800 tt1312240 tt1312235
nm0025957,Yelena Anderegg,1920,2008,actress,tt0079695 tt0073873 tt0079755 tt0147799
nm0025958,Jackson Anderer,1972,\N,editor editorial_department sound_department,tt0437005 tt1034071 tt10193082 tt1196326
nm0025959,William J. Anderer,\N,\N,,\N
nm0025960,Liesl Andergast,1905,1980,actress,tt0040532 tt0042205
nm0025961,Maria Andergast,1912,1995,actress soundtrack,tt0129887 tt0131647 tt0131414 tt0028262
nm0025962,Hansje Anderiesen,1929,\N,actor,tt0026115
nm0025964,Deborah Anderko,\N,\N,costume_department costume_designer miscellaneous,tt0087070 tt0098528 tt0098577 tt1744578
nm0025965,Thomas Anderkvist,\N,\N,production_manager producer,tt0403203 tt0085676 tt0083159 tt0080822
nm0025966,Craig Anderl,\N,\N,camera_department miscellaneous cinematographer,tt4513678 tt1998372 tt5610554 tt5116302
nm0025967,David Anderle,1937,2014,music_department soundtrack composer,tt0096061 tt0091790 tt0088847 tt0088794
nm0025968,Derric D. Andelin,\N,\N,actor,tt0213260 tt3602976 tt4400272
nm0025969,Adam Anderly,\N,\N,actor,tt0100419
nm0025970,David Anderman,\N,\N,miscellaneous,tt0045941
nm0025971,Gunilla Anderman,\N,\N,writer,tt0791077 tt0096272
nm0025972,Maureen Anderman,1946,\N,actress soundtrack,tt0106028 tt0159876 tt0098844 tt0277705
nm0025973,Andrea Andermann,\N,\N,producer director writer,tt31512150 tt0281700 tt0250064 tt0105625
nm0025974,Jürgen Andermann,\N,\N,miscellaneous manager,tt0203632 tt0130444 tt0302361 tt0120212
nm0025975,Ursula Andermatt,1957,2022,actress,tt2372215 tt0108829 tt0806910 tt0125618
nm0025977,A. Anders,\N,\N,camera_department,tt0071951 tt0061359 tt0063615 tt0419707
nm0025978,Allison Anders,1954,\N,director writer producer,tt0113101 tt0104321 tt0245501 tt0173390
nm0025979,Anna Anders,\N,\N,actress,tt0076648
nm0025980,Avalon Anders,1963,\N,actress,tt0101198 tt0310768 tt0208676 tt0114955
nm0025981,Bill Anders,\N,\N,actor,tt0048619
nm0025982,Birgit Anders,1952,\N,actress,tt0806910 tt0090755 tt0084196 tt0135032
nm0025984,Bruce Anders,\N,\N,stunts,tt0098965
nm0025986,Chris Anders,1937,1991,actor,tt0073965 tt0091603 tt0060074 tt0055666
nm0025987,Chris Anders,\N,\N,producer,tt0085659 tt0091603
nm0025988,Christian Anders,1945,\N,soundtrack actor composer,tt7670212 tt0066556 tt0083215 tt0163989
nm0025989,Christie Anders,\N,\N,make_up_department,tt0118827
nm0025990,Christie Skinner,\N,\N,make_up_department,tt0114457 tt0108921 tt0843318 tt0995865
nm0025991,Dan Anders,\N,\N,actor,tt0118364 tt0167743 tt0176426
nm0025992,Darlene Anders,\N,\N,actress,tt0125015
nm0025993,Derek Anders,\N,\N,actor,tt0224531 tt0497262 tt0437879 tt0164295
nm0025994,Devon Anders,\N,\N,miscellaneous actress,tt0107566 tt0245501 tt0119203 tt0090766
nm0025995,Dieter Anders,\N,\N,production_manager actor miscellaneous,tt0059347 tt0105460 tt0111613 tt0074786
nm0025997,Donna Anderson,1939,\N,actress,tt0053137 tt0066952 tt0077031 tt0053946
nm0025998,Dorothée Anders,\N,\N,miscellaneous production_manager location_management,tt12811470 tt0487271 tt0929897 tt0920505
nm0025999,Doyle Anders,\N,\N,,\N
nm0026000,Ed Anders,\N,\N,stunts actor director,tt0102975 tt0831387 tt5463162 tt0343818
nm0026001,Ekkehard Anders,\N,\N,actor stunts,tt0106907
nm0026002,Elisa Anders,\N,\N,actress,tt0117169 tt0104502
nm0026003,Elliot Anders,\N,\N,sound_department miscellaneous composer,tt0319854 tt1079985 tt0099474 tt0356070
nm0026004,Ernst Anders,1928,1991,actor,tt0074525 tt0433505 tt0054672 tt0066213
nm0026005,Erwin Anders,1908,1972,cinematographer camera_department director,tt0058911 tt0231698 tt0236763 tt0048998
nm0026006,Evelyn Anders,\N,\N,actress,tt0215441 tt0216928 tt0296875
nm0026007,Fred Anders,\N,\N,sound_department,tt0223363 tt0224138 tt0226387 tt0226497
nm0026008,Frederick Anders,\N,\N,,tt0069685
nm0026009,Fritz Anders,\N,\N,writer,tt0169079 tt0258307
nm0026010,George Anders,\N,\N,actor,tt0089264
nm0026011,Glenn Anders,1889,1981,actor,tt0043695 tt0033963 tt0040525 tt0043766
nm0026012,Günther Anders,1908,1977,cinematographer camera_department director,tt0025026 tt0054337 tt0045763 tt0053867
